HGNC ID	Status	Approved symbol	Approved name	Previous symbol	Ensembl gene ID	NCBI gene ID
HGNC:21079	Approved	PBOV1	prostate and breast cancer overexpressed 1		ENSG00000254440	59351
HGNC:30064	Approved	PBRM1	polybromo 1		ENSG00000163939	55193
HGNC:8632	Approved	PBX1	PBX homeobox 1		ENSG00000185630	5087
HGNC:40425	Approved	PBX1-AS1	PBX1 antisense RNA 1		ENSG00000233693	100505795
HGNC:8633	Approved	PBX2	PBX homeobox 2		ENSG00000204304	5089
HGNC:8635	Approved	PBX2P1	PBX homeobox 2 pseudogene 1	PBX2	ENSG00000244171	5088
HGNC:8635	Approved	PBX2P1	PBX homeobox 2 pseudogene 1	PBXP1	ENSG00000244171	5088
HGNC:8634	Approved	PBX3	PBX homeobox 3		ENSG00000167081	5090
HGNC:13403	Approved	PBX4	PBX homeobox 4		ENSG00000105717	80714
HGNC:21199	Approved	PBXIP1	PBX homeobox interacting protein 1		ENSG00000163346	57326
HGNC:8636	Approved	PC	pyruvate carboxylase		ENSG00000173599	5091
HGNC:8637	Approved	PCA3	prostate cancer associated 3		ENSG00000225937	50652
HGNC:8645	Entry Withdrawn	PCAP	predisposing for prostate cancer			
HGNC:34383	Approved	PCARE	photoreceptor cilium actin regulator	C2orf71	ENSG00000179270	388939
HGNC:43022	Approved	PCAT1	prostate cancer associated transcript 1		ENSG00000253438	100750225
HGNC:45089	Approved	PCAT2	prostate cancer associated transcript 2		ENSG00000253264	103164619
HGNC:24853	Approved	PCAT4	prostate cancer associated transcript 4		ENSG00000251321	118425
HGNC:48665	Approved	PCAT5	prostate cancer associated transcript 5	LINC01452	ENSG00000280719	102578074
HGNC:43714	Approved	PCAT6	prostate cancer associated transcript 6	KDM5B-AS1	ENSG00000228288	100506696
HGNC:48824	Approved	PCAT7	prostate cancer associated transcript 7		ENSG00000231806	101928099
HGNC:48977	Approved	PCAT14	prostate cancer associated transcript 14		ENSG00000280623	101978785
HGNC:49211	Approved	PCAT18	prostate cancer associated transcript 18		ENSG00000265369	728606
HGNC:49593	Approved	PCAT19	prostate cancer associated transcript 19	LOC100505495	ENSG00000267107	100505495
HGNC:50895	Approved	PCAT29	prostate cancer associated transcript 29			104472713
HGNC:8646	Approved	PCBD1	pterin-4 alpha-carbinolamine dehydratase 1	DCOH	ENSG00000166228	5092
HGNC:8646	Approved	PCBD1	pterin-4 alpha-carbinolamine dehydratase 1	PCBD	ENSG00000166228	5092
HGNC:24474	Approved	PCBD2	pterin-4 alpha-carbinolamine dehydratase 2		ENSG00000132570	84105
HGNC:8647	Approved	PCBP1	poly(rC) binding protein 1		ENSG00000169564	5093
HGNC:42948	Approved	PCBP1-AS1	PCBP1 antisense RNA 1		ENSG00000179818	400960
HGNC:8648	Approved	PCBP2	poly(rC) binding protein 2		ENSG00000197111	5094
HGNC:49150	Approved	PCBP2-OT1	PCBP2 overlapping transcript 1		ENSG00000282977	102157401
HGNC:8649	Approved	PCBP2P1	poly(rC) binding protein 2 pseudogene 1		ENSG00000235701	101060045
HGNC:8650	Approved	PCBP2P2	poly(rC) binding protein 2 pseudogene 2			286157
HGNC:39032	Approved	PCBP2P3	poly(rC) binding protein 2 pseudogene 3		ENSG00000248826	100131236
HGNC:8651	Approved	PCBP3	poly(rC) binding protein 3	PCBP3-OT1	ENSG00000183570	54039
HGNC:8651	Approved	PCBP3	poly(rC) binding protein 3	PCBP3OT	ENSG00000183570	54039
HGNC:40426	Approved	PCBP3-AS1	PCBP3 antisense RNA 1		ENSG00000205424	100129027
HGNC:8652	Approved	PCBP4	poly(rC) binding protein 4		ENSG00000090097	57060
HGNC:8653	Approved	PCCA	propionyl-CoA carboxylase subunit alpha		ENSG00000175198	5095
HGNC:39901	Approved	PCCA-AS1	PCCA antisense RNA 1		ENSG00000234650	100885777
HGNC:53266	Approved	PCCA-DT	PCCA divergent transcript		ENSG00000274605	105370333
HGNC:8654	Approved	PCCB	propionyl-CoA carboxylase subunit beta		ENSG00000114054	5096
HGNC:8655	Approved	PCDH1	protocadherin 1		ENSG00000156453	5097
HGNC:8659	Approved	PCDH7	protocadherin 7		ENSG00000169851	5099
HGNC:8660	Approved	PCDH8	protocadherin 8		ENSG00000136099	5100
HGNC:39937	Approved	PCDH8P1	protocadherin 8 pseudogene 1		ENSG00000225510	100133285
HGNC:8661	Approved	PCDH9	protocadherin 9		ENSG00000184226	5101
HGNC:39897	Approved	PCDH9-AS1	PCDH9 antisense RNA 1		ENSG00000234527	100874065
HGNC:39896	Approved	PCDH9-AS2	PCDH9 antisense RNA 2		ENSG00000228842	100874064
HGNC:40427	Approved	PCDH9-AS3	PCDH9 antisense RNA 3		ENSG00000225263	100874086
HGNC:40428	Approved	PCDH9-AS4	PCDH9 antisense RNA 4		ENSG00000233840	100874087
HGNC:13404	Approved	PCDH10	protocadherin 10		ENSG00000138650	57575
HGNC:8656	Approved	PCDH11X	protocadherin 11 X-linked	PCDH11	ENSG00000102290	27328
HGNC:15813	Approved	PCDH11Y	protocadherin 11 Y-linked	PCDH22	ENSG00000099715	83259
HGNC:8657	Approved	PCDH12	protocadherin 12		ENSG00000113555	51294
HGNC:14674	Approved	PCDH15	protocadherin related 15	USH1F	ENSG00000150275	65217
HGNC:14674	Approved	PCDH15	protocadherin related 15	DFNB23	ENSG00000150275	65217
HGNC:14267	Approved	PCDH17	protocadherin 17		ENSG00000118946	27253
HGNC:14268	Approved	PCDH18	protocadherin 18		ENSG00000189184	54510
HGNC:14270	Approved	PCDH19	protocadherin 19	EFMR	ENSG00000165194	57526
HGNC:14257	Approved	PCDH20	protocadherin 20		ENSG00000280165	64881
HGNC:8662	Approved	PCDHA@	protocadherin alpha cluster, complex locus	CNRS1		56117
HGNC:8663	Approved	PCDHA1	protocadherin alpha 1		ENSG00000204970	56147
HGNC:8668	Approved	PCDHA2	protocadherin alpha 2		ENSG00000204969	56146
HGNC:8669	Approved	PCDHA3	protocadherin alpha 3		ENSG00000255408	56145
HGNC:8670	Approved	PCDHA4	protocadherin alpha 4		ENSG00000204967	56144
HGNC:8671	Approved	PCDHA5	protocadherin alpha 5	CNRS6	ENSG00000204965	56143
HGNC:8672	Approved	PCDHA6	protocadherin alpha 6	CNRS2	ENSG00000081842	56142
HGNC:8673	Approved	PCDHA7	protocadherin alpha 7	CNRS4	ENSG00000204963	56141
HGNC:8674	Approved	PCDHA8	protocadherin alpha 8		ENSG00000204962	56140
HGNC:8675	Approved	PCDHA9	protocadherin alpha 9		ENSG00000204961	9752
HGNC:8664	Approved	PCDHA10	protocadherin alpha 10	CNRS8	ENSG00000250120	56139
HGNC:8665	Approved	PCDHA11	protocadherin alpha 11	CNRS7	ENSG00000249158	56138
HGNC:8666	Approved	PCDHA12	protocadherin alpha 12		ENSG00000251664	56137
HGNC:8667	Approved	PCDHA13	protocadherin alpha 13	CNRS5	ENSG00000239389	56136
HGNC:2163	Approved	PCDHA14	protocadherin alpha 14 pseudogene	CNRS3	ENSG00000249504	26307
HGNC:8676	Approved	PCDHAC1	protocadherin alpha subfamily C, 1		ENSG00000248383	56135
HGNC:8677	Approved	PCDHAC2	protocadherin alpha subfamily C, 2		ENSG00000243232	56134
HGNC:8678	Approved	PCDHACT	protocadherin alpha constant			56119
HGNC:8679	Approved	PCDHB@	protocadherin beta cluster			56116
HGNC:8680	Approved	PCDHB1	protocadherin beta 1		ENSG00000171815	29930
HGNC:8687	Approved	PCDHB2	protocadherin beta 2		ENSG00000112852	56133
HGNC:8688	Approved	PCDHB3	protocadherin beta 3		ENSG00000113205	56132
HGNC:8689	Approved	PCDHB4	protocadherin beta 4		ENSG00000081818	56131
HGNC:8690	Approved	PCDHB5	protocadherin beta 5		ENSG00000113209	26167
HGNC:8691	Approved	PCDHB6	protocadherin beta 6		ENSG00000113211	56130
HGNC:8692	Approved	PCDHB7	protocadherin beta 7		ENSG00000113212	56129
HGNC:8693	Approved	PCDHB8	protocadherin beta 8		ENSG00000120322	56128
HGNC:8694	Approved	PCDHB9	protocadherin beta 9		ENSG00000177839	56127
HGNC:8681	Approved	PCDHB10	protocadherin beta 10		ENSG00000120324	56126
HGNC:8682	Approved	PCDHB11	protocadherin beta 11		ENSG00000197479	56125
HGNC:8683	Approved	PCDHB12	protocadherin beta 12		ENSG00000120328	56124
HGNC:8684	Approved	PCDHB13	protocadherin beta 13		ENSG00000187372	56123
HGNC:8685	Approved	PCDHB14	protocadherin beta 14		ENSG00000120327	56122
HGNC:8686	Approved	PCDHB15	protocadherin beta 15		ENSG00000113248	56121
HGNC:14546	Approved	PCDHB16	protocadherin beta 16		ENSG00000272674	57717
HGNC:14547	Approved	PCDHB17P	protocadherin beta 17 pseudogene	PCDHB17	ENSG00000255622	54661
HGNC:14548	Approved	PCDHB18P	protocadherin beta 18 pseudogene	PCDHB18	ENSG00000146001	54660
HGNC:14549	Approved	PCDHB19P	protocadherin beta 19 pseudogene		ENSG00000262096	84054
HGNC:8695	Approved	PCDHG@	protocadherin gamma cluster			56115
HGNC:8696	Approved	PCDHGA1	protocadherin gamma subfamily A, 1		ENSG00000204956	56114
HGNC:8700	Approved	PCDHGA2	protocadherin gamma subfamily A, 2		ENSG00000081853	56113
HGNC:8701	Approved	PCDHGA3	protocadherin gamma subfamily A, 3		ENSG00000254245	56112
HGNC:8702	Approved	PCDHGA4	protocadherin gamma subfamily A, 4		ENSG00000262576	56111
HGNC:8703	Approved	PCDHGA5	protocadherin gamma subfamily A, 5		ENSG00000253485	56110
HGNC:8704	Approved	PCDHGA6	protocadherin gamma subfamily A, 6		ENSG00000253731	56109
HGNC:8705	Approved	PCDHGA7	protocadherin gamma subfamily A, 7		ENSG00000253537	56108
HGNC:8706	Approved	PCDHGA8	protocadherin gamma subfamily A, 8		ENSG00000253767	9708
HGNC:8707	Approved	PCDHGA9	protocadherin gamma subfamily A, 9		ENSG00000261934	56107
HGNC:8697	Approved	PCDHGA10	protocadherin gamma subfamily A, 10		ENSG00000253846	56106
HGNC:8698	Approved	PCDHGA11	protocadherin gamma subfamily A, 11		ENSG00000253873	56105
HGNC:8699	Approved	PCDHGA12	protocadherin gamma subfamily A, 12	CDH21	ENSG00000253159	26025
HGNC:8708	Approved	PCDHGB1	protocadherin gamma subfamily B, 1		ENSG00000254221	56104
HGNC:8709	Approved	PCDHGB2	protocadherin gamma subfamily B, 2		ENSG00000253910	56103
HGNC:8710	Approved	PCDHGB3	protocadherin gamma subfamily B, 3		ENSG00000262209	56102
HGNC:8711	Approved	PCDHGB4	protocadherin gamma subfamily B, 4		ENSG00000253953	8641
HGNC:8712	Approved	PCDHGB5	protocadherin gamma subfamily B, 5		ENSG00000276547	56101
HGNC:8713	Approved	PCDHGB6	protocadherin gamma subfamily B, 6		ENSG00000253305	56100
HGNC:8714	Approved	PCDHGB7	protocadherin gamma subfamily B, 7		ENSG00000254122	56099
HGNC:8715	Approved	PCDHGB8P	protocadherin gamma subfamily B, 8 pseudogene		ENSG00000248449	56120
HGNC:15688	Approved	PCDHGB9P	protocadherin gamma subfamily B, 9 pseudogene		ENSG00000276545	84055
HGNC:8716	Approved	PCDHGC3	protocadherin gamma subfamily C, 3	PCDH2	ENSG00000240184	5098
HGNC:8717	Approved	PCDHGC4	protocadherin gamma subfamily C, 4		ENSG00000242419	56098
HGNC:8718	Approved	PCDHGC5	protocadherin gamma subfamily C, 5		ENSG00000240764	56097
HGNC:8719	Approved	PCDHGCT	protocadherin gamma constant			56118
HGNC:16212	Approved	PCED1A	PC-esterase domain containing 1A	C20orf81	ENSG00000132635	64773
HGNC:16212	Approved	PCED1A	PC-esterase domain containing 1A	FAM113A	ENSG00000132635	64773
HGNC:28255	Approved	PCED1B	PC-esterase domain containing 1B	FAM113B	ENSG00000179715	91523
HGNC:44166	Approved	PCED1B-AS1	PCED1B antisense RNA 1		ENSG00000247774	100233209
HGNC:44083	Approved	PCED1CP	PC-esterase domain containing 1C, pseudogene		ENSG00000231254	646249
HGNC:30097	Approved	PCF11	PCF11 cleavage and polyadenylation factor subunit		ENSG00000165494	51585
HGNC:52263	Approved	PCF11-AS1	PCF11 antisense RNA 1		ENSG00000269939	106736475
HGNC:30145	Approved	PCGEM1	PCGEM1 prostate-specific transcript		ENSG00000227418	64002
HGNC:17615	Approved	PCGF1	polycomb group ring finger 1		ENSG00000115289	84759
HGNC:12929	Approved	PCGF2	polycomb group ring finger 2	ZNF144	ENSG00000277258	7703
HGNC:12929	Approved	PCGF2	polycomb group ring finger 2	RNF110	ENSG00000277258	7703
HGNC:10066	Approved	PCGF3	polycomb group ring finger 3	RNF3	ENSG00000185619	10336
HGNC:28264	Approved	PCGF5	polycomb group ring finger 5	RNF159	ENSG00000180628	84333
HGNC:21156	Approved	PCGF6	polycomb group ring finger 6	RNF134	ENSG00000156374	84108
HGNC:30341	Approved	PCGF7P	polycomb group ring finger 7 pseudogene	RNF134P1	ENSG00000268140	253272
HGNC:8720	Entry Withdrawn	PCH1	protein spot in 2-D gels (250kD; pI 7.0)			
HGNC:8721	Entry Withdrawn	PCH2	protein spot in 2-D gels 250kDa			
HGNC:25653	Approved	PCID2	PCI domain containing 2		ENSG00000126226	55795
HGNC:16200	Approved	PCIF1	PDX1 C-terminal inhibiting factor 1	C20orf67	ENSG00000100982	63935
HGNC:8724	Approved	PCK1	phosphoenolpyruvate carboxykinase 1		ENSG00000124253	5105
HGNC:8725	Approved	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial		ENSG00000100889	5106
HGNC:28961	Approved	PCLAF	PCNA clamp associated factor	KIAA0101	ENSG00000166803	9768
HGNC:13406	Approved	PCLO	piccolo presynaptic cytomatrix protein		ENSG00000186472	27445
HGNC:8727	Approved	PCM1	pericentriolar material 1		ENSG00000078674	5108
HGNC:8728	Approved	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase		ENSG00000120265	5110
HGNC:30483	Approved	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1		ENSG00000168300	115294
HGNC:38804	Approved	PCMTD1P1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 1		ENSG00000226061	100874520
HGNC:38805	Approved	PCMTD1P2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 2		ENSG00000260087	100287647
HGNC:38806	Approved	PCMTD1P3	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 3		ENSG00000234800	100422595
HGNC:51748	Approved	PCMTD1P4	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 4			107105258
HGNC:51749	Approved	PCMTD1P5	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 5			107105260
HGNC:51750	Approved	PCMTD1P6	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 6			107105255
HGNC:51751	Approved	PCMTD1P7	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 7		ENSG00000282949	107080553
HGNC:51752	Approved	PCMTD1P8	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 8			107105257
HGNC:15882	Approved	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	C20orf36	ENSG00000203880	55251
HGNC:8729	Approved	PCNA	proliferating cell nuclear antigen		ENSG00000132646	5111
HGNC:37184	Approved	PCNA-AS1	PCNA antisense RNA 1	PCNAAS		100302739
HGNC:37184	Approved	PCNA-AS1	PCNA antisense RNA 1	PCNA-AS		100302739
HGNC:8730	Entry Withdrawn	PCNAL	proliferating cell nuclear antigen-like			
HGNC:8731	Entry Withdrawn	PCNAP	proliferating cell nuclear antigen pseudogene			
HGNC:8732	Approved	PCNAP1	proliferating cell nuclear antigen pseudogene 1		ENSG00000249065	359806
HGNC:8733	Approved	PCNAP2	proliferating cell nuclear antigen pseudogene 2			359805
HGNC:43736	Approved	PCNAP3	proliferating cell nuclear antigen pseudogene 3		ENSG00000214009	392454
HGNC:43737	Approved	PCNAP4	proliferating cell nuclear antigen pseudogene 4		ENSG00000254544	390102
HGNC:30023	Approved	PCNP	PEST proteolytic signal containing nuclear protein		ENSG00000081154	57092
HGNC:32440	Approved	PCNPP1	PEST containing nuclear protein pseudogene 1	PCNPP	ENSG00000258359	654427
HGNC:41974	Approved	PCNPP2	PEST containing nuclear protein pseudogene 2		ENSG00000225856	100128911
HGNC:41975	Approved	PCNPP3	PEST containing nuclear protein pseudogene 3		ENSG00000213344	729298
HGNC:41976	Approved	PCNPP4	PEST containing nuclear protein pseudogene 4		ENSG00000237089	100874220
HGNC:41977	Approved	PCNPP5	PEST containing nuclear protein pseudogene 5		ENSG00000177197	100507361
HGNC:16068	Approved	PCNT	pericentrin	PCNT2	ENSG00000160299	5116
HGNC:32391	Entry Withdrawn	PCNT1	pericentrin 1	PCN		
HGNC:19740	Approved	PCNX1	pecanex 1	PCNXL1	ENSG00000100731	22990
HGNC:19740	Approved	PCNX1	pecanex 1	PCNX	ENSG00000100731	22990
HGNC:8736	Approved	PCNX2	pecanex 2	PCNXL2	ENSG00000135749	80003
HGNC:18760	Approved	PCNX3	pecanex 3	PCNXL3	ENSG00000197136	399909
HGNC:20349	Approved	PCNX4	pecanex 4	C14orf135	ENSG00000126773	64430
HGNC:20349	Approved	PCNX4	pecanex 4	PCNXL4	ENSG00000126773	64430
HGNC:8738	Approved	PCOLCE	procollagen C-endopeptidase enhancer		ENSG00000106333	5118
HGNC:40430	Approved	PCOLCE-AS1	PCOLCE antisense RNA 1		ENSG00000224729	100129845
HGNC:8739	Approved	PCOLCE2	procollagen C-endopeptidase enhancer 2		ENSG00000163710	26577
HGNC:8741	Entry Withdrawn	PCOS1	polycystic ovary syndrome 1			
HGNC:39839	Approved	PCOTH	Pro-X-Gly collagen triple helix like repeat containing	C1QTNF9B-AS1	ENSG00000205861	542767
HGNC:39840	Approved	PCOTHP1	Pro-X-Gly collagen triple helix like repeat containing pseudogene 1		ENSG00000205850	100287275
HGNC:30209	Approved	PCP2	Purkinje cell protein 2		ENSG00000174788	126006
HGNC:8742	Approved	PCP4	Purkinje cell protein 4		ENSG00000183036	5121
HGNC:20448	Approved	PCP4L1	Purkinje cell protein 4 like 1		ENSG00000248485	654790
HGNC:54485	Approved	PCSEAT	prostate cancer expressed EZH2 associated transcript		ENSG00000286027	105372808
HGNC:8743	Approved	PCSK1	proprotein convertase subtilisin/kexin type 1	NEC1	ENSG00000175426	5122
HGNC:17301	Approved	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor		ENSG00000102109	27344
HGNC:8744	Approved	PCSK2	proprotein convertase subtilisin/kexin type 2	NEC2	ENSG00000125851	5126
HGNC:8746	Approved	PCSK4	proprotein convertase subtilisin/kexin type 4		ENSG00000115257	54760
HGNC:8747	Approved	PCSK5	proprotein convertase subtilisin/kexin type 5		ENSG00000099139	5125
HGNC:8569	Approved	PCSK6	proprotein convertase subtilisin/kexin type 6	PACE4	ENSG00000140479	5046
HGNC:51448	Approved	PCSK6-AS1	PCSK6 antisense RNA 1		ENSG00000259764	105371027
HGNC:8748	Approved	PCSK7	proprotein convertase subtilisin/kexin type 7		ENSG00000160613	9159
HGNC:20001	Approved	PCSK9	proprotein convertase subtilisin/kexin type 9	HCHOLA3	ENSG00000169174	255738
HGNC:8752	Approved	PCTP	phosphatidylcholine transfer protein		ENSG00000141179	58488
HGNC:20588	Approved	PCYOX1	prenylcysteine oxidase 1		ENSG00000116005	51449
HGNC:28477	Approved	PCYOX1L	prenylcysteine oxidase 1 like		ENSG00000145882	78991
HGNC:8754	Approved	PCYT1A	phosphate cytidylyltransferase 1, choline, alpha	PCYT1	ENSG00000161217	5130
HGNC:8755	Approved	PCYT1B	phosphate cytidylyltransferase 1, choline, beta		ENSG00000102230	9468
HGNC:40431	Approved	PCYT1B-AS1	PCYT1B antisense RNA 1		ENSG00000236836	100874088
HGNC:8756	Approved	PCYT2	phosphate cytidylyltransferase 2, ethanolamine		ENSG00000185813	5833
HGNC:14634	Approved	PDAP1	PDGFA associated protein 1		ENSG00000106244	11333
HGNC:8757	Entry Withdrawn	PDB1	Paget disease of bone 1	PDB		
HGNC:16033	Entry Withdrawn	PDB4	Paget disease of bone 4			
HGNC:17951	Entry Withdrawn	PDB5	Paget disease of bone 5			
HGNC:17952	Entry Withdrawn	PDB6	Paget disease of bone 6			
HGNC:8759	Approved	PDC	phosducin		ENSG00000116703	5132
HGNC:40432	Approved	PDC-AS1	PDC antisense RNA 1		ENSG00000229739	102724919
HGNC:8760	Approved	PDCD1	programmed cell death 1	SLEB2	ENSG00000188389	5133
HGNC:18731	Approved	PDCD1LG2	programmed cell death 1 ligand 2		ENSG00000197646	80380
HGNC:8762	Approved	PDCD2	programmed cell death 2		ENSG00000071994	5134
HGNC:28194	Approved	PDCD2L	programmed cell death 2 like		ENSG00000126249	84306
HGNC:8763	Approved	PDCD4	programmed cell death 4		ENSG00000150593	27250
HGNC:27425	Approved	PDCD4-AS1	PDCD4 antisense RNA 1		ENSG00000203497	282997
HGNC:8764	Approved	PDCD5	programmed cell death 5		ENSG00000105185	9141
HGNC:49885	Approved	PDCD5P1	programmed cell death 5 pseudogene 1		ENSG00000255909	100527946
HGNC:49886	Approved	PDCD5P2	programmed cell death 5 pseudogene 2		ENSG00000251107	100527947
HGNC:8765	Approved	PDCD6	programmed cell death 6		ENSG00000249915	10016
HGNC:54724	Approved	PDCD6-AHRR	PDCD6-AHRR readthrough (NMD candidate)		ENSG00000286169	116412618
HGNC:8766	Approved	PDCD6IP	programmed cell death 6 interacting protein		ENSG00000170248	10015
HGNC:49872	Approved	PDCD6IPP1	PDCD6IP pseudogene 1		ENSG00000275325	100861430
HGNC:49873	Approved	PDCD6IPP2	PDCD6IP pseudogene 2		ENSG00000261377	646278
HGNC:8767	Approved	PDCD7	programmed cell death 7		ENSG00000090470	10081
HGNC:8761	Approved	PDCD10	programmed cell death 10	CCM3	ENSG00000114209	11235
HGNC:13408	Approved	PDCD11	programmed cell death 11		ENSG00000148843	22984
HGNC:8770	Approved	PDCL	phosducin like		ENSG00000136940	5082
HGNC:29524	Approved	PDCL2	phosducin like 2		ENSG00000163440	132954
HGNC:50340	Approved	PDCL2P1	PDCL2 pseudogene 1		ENSG00000228610	653707
HGNC:50341	Approved	PDCL2P2	PDCL2 pseudogene 2		ENSG00000255058	106480295
HGNC:28860	Approved	PDCL3	phosducin like 3		ENSG00000115539	79031
HGNC:31826	Approved	PDCL3P1	PDCL3 pseudogene 1		ENSG00000226301	392225
HGNC:31705	Approved	PDCL3P2	PDCL3 pseudogene 2		ENSG00000282989	643831
HGNC:44504	Approved	PDCL3P3	PDCL3 pseudogene 3		ENSG00000214286	100132683
HGNC:44505	Approved	PDCL3P4	PDCL3 pseudogene 4		ENSG00000244119	285359
HGNC:44506	Approved	PDCL3P5	PDCL3 pseudogene 5		ENSG00000213089	644850
HGNC:44507	Approved	PDCL3P6	PDCL3 pseudogene 6		ENSG00000224255	100419023
HGNC:44508	Approved	PDCL3P7	PDCL3 pseudogene 7		ENSG00000256777	390340
HGNC:8774	Approved	PDE1A	phosphodiesterase 1A		ENSG00000115252	5136
HGNC:8775	Approved	PDE1B	phosphodiesterase 1B	PDES1B	ENSG00000123360	5153
